Rule   (Support, Confidence) 
Gene YHR018C high,Gene YIL164C high -> Gene YBR047W high  (11%, 100%)
Gene YIL164C high,Gene YBR047W high -> Gene YHR018C high  (11%, 89.1892%)
Gene YIL164C high -> Gene YHR018C high,Gene YHR029C high  (11%, 82.5%)
Gene YHR018C high,Gene YIL164C high -> Gene YHR029C high  (11%, 100%)
Gene YIL164C high,Gene YHR029C high -> Gene YHR018C high  (11%, 86.8421%)
Gene YIL164C high -> Gene YHR018C high,Gene YMR096W high  (11%, 82.5%)
Gene YHR018C high,Gene YIL164C high -> Gene YMR096W high  (11%, 100%)
Gene YIL164C high,Gene YMR096W high -> Gene YHR018C high  (11%, 82.5%)
Gene YIL164C high -> Gene YHR018C high,Gene YOL118C high  (11%, 82.5%)
Gene YHR018C high,Gene YIL164C high -> Gene YOL118C high  (11%, 100%)
Gene YIL164C high,Gene YOL118C high -> Gene YHR018C high  (11%, 91.6667%)
Gene YHR018C high,Gene YPL033C high -> Gene YML116W high  (11%, 89.1892%)
Gene YHR018C high,Gene YML116W high -> Gene YPL033C high  (11%, 86.8421%)
Gene YPL033C high,Gene YML116W high -> Gene YHR018C high  (11%, 80.4878%)
Gene YHR018C high,Gene YPL250C high -> Gene YBR047W high  (11%, 86.8421%)
Gene YHR018C high,Gene YPL250C high -> Gene YOL118C high  (11%, 86.8421%)
Gene YPL250C high,Gene YOL118C high -> Gene YHR018C high  (11%, 86.8421%)
Gene YDR158W high -> Gene YHR018C high,Gene YIR034C high  (11%, 84.6154%)
Gene YHR018C high,Gene YDR158W high -> Gene YIR034C high  (11%, 100%)
Gene YIR034C high,Gene YDR158W high -> Gene YHR018C high  (11%, 97.0588%)
Gene YHR018C high,Gene YGR239C high -> Gene YIR034C high  (11%, 100%)
Gene YIR034C high,Gene YGR239C high -> Gene YHR018C high  (11%, 82.5%)
Gene YHR018C high,Gene YDL066W high -> Gene YJR025C high  (11%, 89.1892%)
Gene YJR025C high,Gene YDL066W high -> Gene YHR018C high  (11%, 91.6667%)
Gene YHR018C high,Gene YJL088W high -> Gene YMR096W high  (11%, 97.0588%)
Gene YJL088W high,Gene YMR096W high -> Gene YHR018C high  (11%, 86.8421%)
Gene YHR018C high,Gene YJL088W high -> Gene YOL058W high  (11%, 97.0588%)
Gene YHR018C high,Gene YOL119C high -> Gene YLR267W high  (11%, 80.4878%)
Gene YHR018C high,Gene YLR267W high -> Gene YOL119C high  (11%, 89.1892%)
Gene YOL119C high,Gene YLR267W high -> Gene YHR018C high  (11%, 89.1892%)
Gene YHR018C high,Gene YOL119C high -> Gene YCL030C high  (11%, 80.4878%)
Gene YHR018C high,Gene YCL030C high -> Gene YOL119C high  (11%, 82.5%)
Gene YOL119C high,Gene YCL030C high -> Gene YHR018C high  (11%, 94.2857%)
Gene YHR018C high,Gene YDL066W high -> Gene YOL118C high  (11%, 89.1892%)
Gene YDL066W high,Gene YOL118C high -> Gene YHR018C high  (11%, 91.6667%)
Gene YHR018C high,Gene YGR239C high -> Gene YOL118C high  (11%, 100%)
Gene YOL118C high,Gene YGR239C high -> Gene YHR018C high  (11%, 82.5%)
Gene YDL198C high,Gene YKL218C high -> Gene YMR097C high  (11%, 84.6154%)
Gene YDL198C high,Gene YMR097C high -> Gene YKL218C high  (11%, 97.0588%)
Gene YDL198C high,Gene YKL218C high -> Gene YML116W high  (11%, 84.6154%)
Gene YDL198C high,Gene YML116W high -> Gene YKL218C high  (11%, 97.0588%)
Gene YDL198C high,Gene YIL116W high -> Gene YBR145W high  (11%, 82.5%)
Gene YDL198C high,Gene YBR145W high -> Gene YIL116W high  (11%, 100%)
Gene YIL116W high,Gene YBR145W high -> Gene YDL198C high  (11%, 91.6667%)
Gene YDL198C high,Gene YIL116W high -> Gene YBR147W high  (11%, 82.5%)
Gene YDL198C high,Gene YBR147W high -> Gene YIL116W high  (11%, 94.2857%)
Gene YIL116W high,Gene YBR147W high -> Gene YDL198C high  (11%, 82.5%)
Gene YDL198C high,Gene YER175C high -> Gene YBR256C high  (11%, 89.1892%)
Gene YDL198C high,Gene YBR256C high -> Gene YER175C high  (11%, 86.8421%)
Gene YDL198C high,Gene YER175C high -> Gene YER069W high  (11%, 89.1892%)
Gene YDL198C high,Gene YER069W high -> Gene YER175C high  (11%, 89.1892%)
Gene YDL198C high,Gene YER175C high -> Gene YMR062C high  (11%, 89.1892%)
Gene YDL198C high,Gene YMR062C high -> Gene YER175C high  (11%, 86.8421%)
Gene YDL198C high,Gene YER175C high -> Gene YBR047W high  (11%, 89.1892%)
Gene YDL198C high,Gene YBR047W high -> Gene YER175C high  (11%, 86.8421%)
Gene YDL198C high,Gene YER175C high -> Gene YJR025C high  (11%, 89.1892%)
Gene YDL198C high,Gene YJR025C high -> Gene YER175C high  (11%, 86.8421%)
Gene YDL198C high,Gene YER175C high -> Gene YOL058W high  (11%, 89.1892%)
Gene YDL198C high,Gene YOL058W high -> Gene YER175C high  (11%, 86.8421%)
Gene YDL198C high,Gene YBR256C high -> Gene YBR145W high  (11%, 86.8421%)
Gene YDL198C high,Gene YBR145W high -> Gene YBR256C high  (11%, 100%)
Gene YBR256C high,Gene YBR145W high -> Gene YDL198C high  (11%, 84.6154%)
Gene YDL198C high,Gene YBR256C high -> Gene YBR147W high  (11%, 86.8421%)
Gene YDL198C high,Gene YBR147W high -> Gene YBR256C high  (11%, 94.2857%)
Gene YBR256C high,Gene YBR147W high -> Gene YDL198C high  (11%, 84.6154%)
Gene YDL198C high,Gene YBR256C high -> Gene YPL033C high  (11%, 86.8421%)
Gene YDL198C high,Gene YPL033C high -> Gene YBR256C high  (11%, 94.2857%)
Gene YBR256C high,Gene YPL033C high -> Gene YDL198C high  (11%, 84.6154%)
Gene YDL198C high,Gene YBR145W high -> Gene YMR095C high  (11%, 100%)
Gene YBR145W high,Gene YMR095C high -> Gene YDL198C high  (11%, 80.4878%)
Gene YDL198C high,Gene YBR145W high -> Gene YMR094W high  (11%, 100%)
Gene YDL198C high,Gene YMR094W high -> Gene YBR145W high  (11%, 82.5%)
Gene YBR145W high,Gene YMR094W high -> Gene YDL198C high  (11%, 82.5%)
Gene YDL198C high,Gene YBR145W high -> Gene YIR034C high  (11%, 100%)
Gene YBR145W high,Gene YIR034C high -> Gene YDL198C high  (11%, 89.1892%)
Gene YDL198C high,Gene YBR145W high -> Gene YBR047W high  (11%, 100%)
Gene YDL198C high,Gene YBR047W high -> Gene YBR145W high  (11%, 86.8421%)
Gene YBR145W high,Gene YBR047W high -> Gene YDL198C high  (11%, 82.5%)
Gene YDL198C high,Gene YBR145W high -> Gene YHR029C high  (11%, 100%)
Gene YDL198C high,Gene YHR029C high -> Gene YBR145W high  (11%, 80.4878%)
Gene YBR145W high,Gene YHR029C high -> Gene YDL198C high  (11%, 84.6154%)
Gene YDL198C high,Gene YBR145W high -> Gene YMR096W high  (11%, 100%)
Gene YDL198C high,Gene YBR145W high -> Gene YJR130C high  (11%, 100%)
Gene YDL198C high,Gene YJR130C high -> Gene YBR145W high  (11%, 91.6667%)
Gene YBR145W high,Gene YJR130C high -> Gene YDL198C high  (11%, 89.1892%)
Gene YDL198C high,Gene YBR145W high -> Gene YOL118C high  (11%, 100%)
Gene YDL198C high,Gene YOL118C high -> Gene YBR145W high  (11%, 80.4878%)
Gene YBR145W high,Gene YOL118C high -> Gene YDL198C high  (11%, 89.1892%)
Gene YDL198C high,Gene YDL182W high -> Gene YMR095C high  (11%, 100%)
Gene YMR095C high,Gene YDL182W high -> Gene YDL198C high  (11%, 80.4878%)
Gene YDL198C high,Gene YOR202W high -> Gene YMR095C high  (11%, 100%)
Gene YMR095C high,Gene YOR202W high -> Gene YDL198C high  (11%, 89.1892%)
Gene YIL164C high -> Gene YDL198C high,Gene YMR095C high  (11%, 82.5%)
Gene YDL198C high,Gene YIL164C high -> Gene YMR095C high  (11%, 100%)
Gene YMR095C high,Gene YIL164C high -> Gene YDL198C high  (11%, 86.8421%)
Gene YDL198C high,Gene YHR071W high -> Gene YMR097C high  (11%, 84.6154%)
Gene YDL198C high,Gene YMR097C high -> Gene YHR071W high  (11%, 97.0588%)
Gene YDL198C high,Gene YHR071W high -> Gene YPL033C high  (11%, 84.6154%)
Gene YDL198C high,Gene YPL033C high -> Gene YHR071W high  (11%, 94.2857%)
Gene YDL198C high,Gene YHR071W high -> Gene YOL119C high  (11%, 84.6154%)
Gene YDL198C high,Gene YOL119C high -> Gene YHR071W high  (11%, 91.6667%)
Gene YDL198C high,Gene YJR109C high -> Gene YBR147W high  (11%, 82.5%)
Gene YDL198C high,Gene YBR147W high -> Gene YJR109C high  (11%, 94.2857%)
Gene YDL198C high,Gene YJR109C high -> Gene YMR097C high  (11%, 82.5%)
Gene YDL198C high,Gene YMR097C high -> Gene YJR109C high  (11%, 97.0588%)
Gene YDL198C high,Gene YJR109C high -> Gene YML116W high  (11%, 82.5%)
Gene YDL198C high,Gene YML116W high -> Gene YJR109C high  (11%, 97.0588%)
Gene YDL198C high,Gene YDL182W high -> Gene YIR034C high  (11%, 100%)
Gene YDL182W high,Gene YIR034C high -> Gene YDL198C high  (11%, 84.6154%)
Gene YDL198C high,Gene YDL182W high -> Gene YHR029C high  (11%, 100%)
Gene YDL198C high,Gene YHR029C high -> Gene YDL182W high  (11%, 80.4878%)
Gene YDL182W high,Gene YHR029C high -> Gene YDL198C high  (11%, 84.6154%)
Gene YDL198C high,Gene YDL182W high -> Gene YMR096W high  (11%, 100%)
Gene YDL182W high,Gene YMR096W high -> Gene YDL198C high  (11%, 80.4878%)
Gene YDL198C high,Gene YER069W high -> Gene YPL033C high  (11%, 89.1892%)
Gene YDL198C high,Gene YPL033C high -> Gene YER069W high  (11%, 94.2857%)
Gene YER069W high,Gene YPL033C high -> Gene YDL198C high  (11%, 82.5%)
Gene YDL198C high,Gene YER069W high -> Gene YOL119C high  (11%, 89.1892%)
Gene YDL198C high,Gene YOL119C high -> Gene YER069W high  (11%, 91.6667%)
Gene YER069W high,Gene YOL119C high -> Gene YDL198C high  (11%, 80.4878%)
Gene YDL198C high,Gene YBR147W high -> Gene YBR047W high  (11%, 94.2857%)
Gene YDL198C high,Gene YBR047W high -> Gene YBR147W high  (11%, 86.8421%)
Gene YDL198C high,Gene YBR147W high -> Gene YJR025C high  (11%, 94.2857%)
Gene YDL198C high,Gene YJR025C high -> Gene YBR147W high  (11%, 86.8421%)
Gene YBR147W high,Gene YJR025C high -> Gene YDL198C high  (11%, 80.4878%)
Gene YDL198C high,Gene YMR062C high -> Gene YOL119C high  (11%, 86.8421%)
Gene YDL198C high,Gene YOL119C high -> Gene YMR062C high  (11%, 91.6667%)
Gene YMR062C high,Gene YOL119C high -> Gene YDL198C high  (11%, 84.6154%)
Gene YDL198C high,Gene YMR097C high -> Gene YBR047W high  (11%, 97.0588%)
Gene YDL198C high,Gene YBR047W high -> Gene YMR097C high  (11%, 86.8421%)
Gene YDL198C high,Gene YMR097C high -> Gene YJR025C high  (11%, 97.0588%)
Gene YDL198C high,Gene YJR025C high -> Gene YMR097C high  (11%, 86.8421%)
Gene YMR097C high,Gene YJR025C high -> Gene YDL198C high  (11%, 82.5%)
Gene YDL198C high,Gene YMR097C high -> Gene YJR130C high  (11%, 97.0588%)
Gene YDL198C high,Gene YJR130C high -> Gene YMR097C high  (11%, 91.6667%)
Gene YMR097C high,Gene YJR130C high -> Gene YDL198C high  (11%, 89.1892%)
Gene YDL198C high,Gene YOR202W high -> Gene YMR094W high  (11%, 100%)
Gene YDL198C high,Gene YMR094W high -> Gene YOR202W high  (11%, 82.5%)
Gene YOR202W high,Gene YMR094W high -> Gene YDL198C high  (11%, 86.8421%)
Gene YDL198C high,Gene YOR202W high -> Gene YIR034C high  (11%, 100%)
Gene YOR202W high,Gene YIR034C high -> Gene YDL198C high  (11%, 84.6154%)
Gene YDL198C high,Gene YOR202W high -> Gene YHR029C high  (11%, 100%)
Gene YDL198C high,Gene YHR029C high -> Gene YOR202W high  (11%, 80.4878%)
Gene YOR202W high,Gene YHR029C high -> Gene YDL198C high  (11%, 94.2857%)
Gene YDL198C high,Gene YOR202W high -> Gene YMR096W high  (11%, 100%)
Gene YOR202W high,Gene YMR096W high -> Gene YDL198C high  (11%, 84.6154%)
Gene YDL198C high,Gene YOR202W high -> Gene YOL118C high  (11%, 100%)
Gene YDL198C high,Gene YOL118C high -> Gene YOR202W high  (11%, 80.4878%)
Gene YOR202W high,Gene YOL118C high -> Gene YDL198C high  (11%, 86.8421%)
Gene YIL164C high -> Gene YDL198C high,Gene YMR094W high  (11%, 82.5%)
Gene YDL198C high,Gene YMR094W high -> Gene YIL164C high  (11%, 82.5%)
Gene YDL198C high,Gene YIL164C high -> Gene YMR094W high  (11%, 100%)
Gene YMR094W high,Gene YIL164C high -> Gene YDL198C high  (11%, 84.6154%)
Gene YDL198C high,Gene YMR094W high -> Gene YML116W high  (11%, 82.5%)
Gene YDL198C high,Gene YML116W high -> Gene YMR094W high  (11%, 97.0588%)
Gene YIL164C high -> Gene YDL198C high,Gene YIR034C high  (11%, 82.5%)
Gene YDL198C high,Gene YIL164C high -> Gene YIR034C high  (11%, 100%)
Gene YIL164C high,Gene YIR034C high -> Gene YDL198C high  (11%, 86.8421%)
Gene YIL164C high -> Gene YDL198C high,Gene YBR047W high  (11%, 82.5%)
Gene YDL198C high,Gene YIL164C high -> Gene YBR047W high  (11%, 100%)
Gene YDL198C high,Gene YBR047W high -> Gene YIL164C high  (11%, 86.8421%)
Gene YIL164C high,Gene YBR047W high -> Gene YDL198C high  (11%, 89.1892%)
Gene YIL164C high -> Gene YDL198C high,Gene YHR029C high  (11%, 82.5%)
Gene YDL198C high,Gene YIL164C high -> Gene YHR029C high  (11%, 100%)
Gene YDL198C high,Gene YHR029C high -> Gene YIL164C high  (11%, 80.4878%)
Gene YIL164C high,Gene YHR029C high -> Gene YDL198C high  (11%, 86.8421%)
Gene YIL164C high -> Gene YDL198C high,Gene YMR096W high  (11%, 82.5%)
Gene YDL198C high,Gene YIL164C high -> Gene YMR096W high  (11%, 100%)
Gene YIL164C high,Gene YMR096W high -> Gene YDL198C high  (11%, 82.5%)
Gene YIL164C high -> Gene YDL198C high,Gene YOL118C high  (11%, 82.5%)
Gene YDL198C high,Gene YIL164C high -> Gene YOL118C high  (11%, 100%)
Gene YDL198C high,Gene YOL118C high -> Gene YIL164C high  (11%, 80.4878%)
Gene YIL164C high,Gene YOL118C high -> Gene YDL198C high  (11%, 91.6667%)
Gene YDL198C high,Gene YPL033C high -> Gene YCL030C high  (11%, 94.2857%)
Gene YDL198C high,Gene YCL030C high -> Gene YPL033C high  (11%, 89.1892%)
Gene YPL033C high,Gene YCL030C high -> Gene YDL198C high  (11%, 86.8421%)
Gene YDL198C high,Gene YBR047W high -> Gene YML116W high  (11%, 86.8421%)
Gene YDL198C high,Gene YML116W high -> Gene YBR047W high  (11%, 97.0588%)
Gene YDL198C high,Gene YJR025C high -> Gene YML116W high  (11%, 86.8421%)
Gene YDL198C high,Gene YML116W high -> Gene YJR025C high  (11%, 97.0588%)
Gene YJR025C high,Gene YML116W high -> Gene YDL198C high  (11%, 84.6154%)
Gene YDL198C high,Gene YJR130C high -> Gene YOL119C high  (11%, 91.6667%)
Gene YDL198C high,Gene YOL119C high -> Gene YJR130C high  (11%, 91.6667%)
Gene YJR130C high,Gene YOL119C high -> Gene YDL198C high  (11%, 89.1892%)
Gene YDL198C high,Gene YOL119C high -> Gene YCL030C high  (11%, 91.6667%)
Gene YDL198C high,Gene YCL030C high -> Gene YOL119C high  (11%, 89.1892%)
Gene YOL119C high,Gene YCL030C high -> Gene YDL198C high  (11%, 94.2857%)
Gene YKL218C high,Gene YFR030W high -> Gene YMR096W high  (11%, 97.0588%)
Gene YFR030W high,Gene YMR096W high -> Gene YKL218C high  (11%, 86.8421%)
Gene YKL218C high,Gene YDL182W high -> Gene YIL116W high  (11%, 89.1892%)
Gene YIL116W high,Gene YDL182W high -> Gene YKL218C high  (11%, 91.6667%)
Gene YKL218C high,Gene YOR202W high -> Gene YIL116W high  (11%, 97.0588%)
Gene YIL116W high,Gene YOR202W high -> Gene YKL218C high  (11%, 89.1892%)
Gene YKL218C high,Gene YGR239C high -> Gene YIL116W high  (11%, 84.6154%)
Gene YIL116W high,Gene YGR239C high -> Gene YKL218C high  (11%, 94.2857%)
Gene YKL218C high,Gene YBR145W high -> Gene YER175C high  (11%, 86.8421%)
Gene YER175C high,Gene YBR145W high -> Gene YKL218C high  (11%, 86.8421%)
Gene YKL218C high,Gene YOR202W high -> Gene YBR256C high  (11%, 97.0588%)
Gene YBR256C high,Gene YOR202W high -> Gene YKL218C high  (11%, 89.1892%)
Gene YKL218C high,Gene YDL066W high -> Gene YBR256C high  (11%, 94.2857%)
Gene YBR256C high,Gene YDL066W high -> Gene YKL218C high  (11%, 94.2857%)
Gene YKL218C high,Gene YBR145W high -> Gene YPL033C high  (11%, 86.8421%)
Gene YBR145W high,Gene YPL033C high -> Gene YKL218C high  (11%, 94.2857%)
Gene YKL218C high,Gene YBR145W high -> Gene YCL030C high  (11%, 86.8421%)
Gene YKL218C high,Gene YCL030C high -> Gene YBR145W high  (11%, 82.5%)
Gene YBR145W high,Gene YCL030C high -> Gene YKL218C high  (11%, 91.6667%)
Gene YKL218C high,Gene YOR202W high -> Gene YMR095C high  (11%, 97.0588%)
Gene YMR095C high,Gene YOR202W high -> Gene YKL218C high  (11%, 89.1892%)
Gene YDR035W high -> Gene YKL218C high,Gene YMR095C high  (11%, 86.8421%)
Gene YKL218C high,Gene YDR035W high -> Gene YMR095C high  (11%, 100%)
Gene YMR095C high,Gene YDR035W high -> Gene YKL218C high  (11%, 94.2857%)
Gene YKL218C high,Gene YOR202W high -> Gene YHR071W high  (11%, 97.0588%)
Gene YHR071W high,Gene YOR202W high -> Gene YKL218C high  (11%, 84.6154%)
Gene YKL218C high,Gene YDL182W high -> Gene YJR109C high  (11%, 89.1892%)
Gene YJR109C high,Gene YDL182W high -> Gene YKL218C high  (11%, 86.8421%)
Gene YKL218C high,Gene YDL182W high -> Gene YBR047W high  (11%, 89.1892%)
Gene YDL182W high,Gene YBR047W high -> Gene YKL218C high  (11%, 86.8421%)
Gene YKL218C high,Gene YDL182W high -> Gene YJR025C high  (11%, 89.1892%)
Gene YDL182W high,Gene YJR025C high -> Gene YKL218C high  (11%, 91.6667%)
Gene YKL218C high,Gene YLR267W high -> Gene YER069W high  (11%, 80.4878%)
Gene YER069W high,Gene YLR267W high -> Gene YKL218C high  (11%, 91.6667%)
Gene YKL218C high,Gene YMR062C high -> Gene YBR147W high  (11%, 84.6154%)
Gene YBR147W high,Gene YMR062C high -> Gene YKL218C high  (11%, 84.6154%)
Gene YBR147W high,Gene YIL117C high -> Gene YKL218C high  (11%, 86.8421%)
Gene YKL218C high,Gene YPL250C high -> Gene YBR147W high  (11%, 82.5%)
Gene YBR147W high,Gene YPL250C high -> Gene YKL218C high  (11%, 86.8421%)
Gene YKL218C high,Gene YLR267W high -> Gene YBR147W high  (11%, 80.4878%)
Gene YBR147W high,Gene YLR267W high -> Gene YKL218C high  (11%, 86.8421%)
Gene YKL218C high,Gene YMR062C high -> Gene YOL119C high  (11%, 84.6154%)
Gene YMR062C high,Gene YOL119C high -> Gene YKL218C high  (11%, 84.6154%)
Gene YKL218C high,Gene YLR267W high -> Gene YIL117C high  (11%, 80.4878%)
Gene YIL117C high,Gene YLR267W high -> Gene YKL218C high  (11%, 82.5%)
Gene YKL218C high,Gene YOR202W high -> Gene YMR094W high  (11%, 97.0588%)
Gene YOR202W high,Gene YMR094W high -> Gene YKL218C high  (11%, 86.8421%)
Gene YKL218C high,Gene YOR202W high -> Gene YIR034C high  (11%, 97.0588%)
Gene YOR202W high,Gene YIR034C high -> Gene YKL218C high  (11%, 84.6154%)
Gene YKL218C high,Gene YOR202W high -> Gene YHR029C high  (11%, 97.0588%)
Gene YOR202W high,Gene YHR029C high -> Gene YKL218C high  (11%, 94.2857%)
Gene YKL218C high,Gene YOR202W high -> Gene YMR096W high  (11%, 97.0588%)
Gene YOR202W high,Gene YMR096W high -> Gene YKL218C high  (11%, 84.6154%)
Gene YKL218C high,Gene YPL135W high -> Gene YMR096W high  (11%, 97.0588%)
Gene YPL135W high,Gene YMR096W high -> Gene YKL218C high  (11%, 80.4878%)
Gene YIL164C high -> Gene YKL218C high,Gene YML116W high  (11%, 82.5%)
Gene YKL218C high,Gene YIL164C high -> Gene YML116W high  (11%, 86.8421%)
Gene YIL164C high,Gene YML116W high -> Gene YKL218C high  (11%, 97.0588%)
Gene YIL164C high -> Gene YKL218C high,Gene YJR130C high  (11%, 82.5%)
Gene YKL218C high,Gene YIL164C high -> Gene YJR130C high  (11%, 86.8421%)
Gene YKL218C high,Gene YJR130C high -> Gene YIL164C high  (11%, 82.5%)
Gene YIL164C high,Gene YJR130C high -> Gene YKL218C high  (11%, 100%)
Gene YIL165C high -> Gene YHR071W high  (10.6667%, 86.4865%)
Gene YIL165C high -> Gene YJR025C high  (10.6667%, 86.4865%)
Gene YIL165C high -> Gene YOL058W high  (10.6667%, 86.4865%)
Gene YIL165C high -> Gene YGR239C high  (10.6667%, 86.4865%)
Gene YNR058W high -> Gene YGL117W high  (10.6667%, 86.4865%)
Gene YNR058W high -> Gene YKL218C high  (10.6667%, 86.4865%)
Gene YNR058W high -> Gene YIL116W high  (10.6667%, 86.4865%)
Gene YNR058W high -> Gene YBR256C high  (10.6667%, 86.4865%)
Gene YNR058W high -> Gene YOL118C high  (10.6667%, 86.4865%)
Gene YHR209W high -> Gene YFL014W high  (10.6667%, 86.4865%)
Gene YML039W high -> Gene YAR009C high  (10.6667%, 91.4286%)
Gene YAR009C high -> Gene YML039W high  (10.6667%, 88.8889%)
Gene YOL064C high -> Gene YGL117W high  (10.6667%, 100%)
Gene YER052C high -> Gene YGL117W high  (10.6667%, 100%)
Gene YOL064C high -> Gene YHR018C high  (10.6667%, 100%)
Gene YDR035W high -> Gene YDL198C high  (10.6667%, 84.2105%)
Gene YOL064C high -> Gene YIL116W high  (10.6667%, 100%)
Gene YOL064C high -> Gene YMR095C high  (10.6667%, 100%)
Gene YOL064C high -> Gene YMR094W high  (10.6667%, 100%)
Gene YOL064C high -> Gene YIR034C high  (10.6667%, 100%)
Gene YOL064C high -> Gene YMR096W high  (10.6667%, 100%)
Gene YHR138C high -> Gene YFL014W high  (10.6667%, 82.0513%)
Gene YOR130C high -> Gene YKL218C high  (10.6667%, 88.8889%)
Gene YPR167C high -> Gene YKL218C high  (10.6667%, 82.0513%)
Gene YPR167C high -> Gene YFR030W high  (10.6667%, 82.0513%)
Gene YMR181C high -> Gene YFL014W high  (10.6667%, 82.0513%)
Gene YOR130C high -> Gene YER175C high  (10.6667%, 88.8889%)
Gene YDR158W high -> Gene YBR256C high  (10.6667%, 82.0513%)
Gene YNL104C high -> Gene YMR095C high  (10.6667%, 100%)
Gene YER024W high -> Gene YMR096W high  (10.6667%, 94.1176%)
Gene YGL026C high -> Gene YJR109C high  (10.6667%, 84.2105%)
Gene YDR001C high -> Gene YFL014W high  (10.6667%, 91.4286%)
Gene YDR035W high -> Gene YOR202W high  (10.6667%, 84.2105%)
Gene YNL104C high -> Gene YMR096W high  (10.6667%, 100%)
Gene YJL089W high -> Gene YPL033C high  (10.6667%, 86.4865%)
Gene YGL026C high -> Gene YIR034C high  (10.6667%, 84.2105%)
Gene YER081W high -> Gene YBR047W high  (10.6667%, 86.4865%)
Gene YDR035W high -> Gene YBR047W high  (10.6667%, 84.2105%)
Gene YNR056C high -> Gene YBR047W high  (10.6667%, 82.0513%)
Gene YPR167C high -> Gene YHR029C high  (10.6667%, 82.0513%)
Gene YDR158W high -> Gene YML116W high  (10.6667%, 82.0513%)
Gene YDR158W high -> Gene YOL058W high  (10.6667%, 82.0513%)
Gene YJL161W high -> Gene YFL014W high  (10.6667%, 94.1176%)
Gene YER052C high -> Gene YMR096W high  (10.6667%, 100%)
Gene YER052C high -> Gene YOL058W high  (10.6667%, 100%)
Gene YPR167C high -> Gene YOL118C high  (10.6667%, 82.0513%)
Gene YHL040C high -> Gene YOR383C high  (10.6667%, 91.4286%)
Gene YGL026C high -> Gene YOL118C high  (10.6667%, 84.2105%)
Gene YGL026C high -> Gene YCL030C high  (10.6667%, 84.2105%)
Gene YHL040C high -> Gene YOR382W high  (10.6667%, 91.4286%)
Gene YBR105C high,Gene YMR094W high -> Gene YNL036W high  (10.6667%, 82.0513%)
Gene YNL036W high,Gene YGR239C high -> Gene YBR105C high  (10.6667%, 82.0513%)
Gene YBR105C high,Gene YGR239C high -> Gene YNL036W high  (10.6667%, 82.0513%)
Gene YNL036W high,Gene YGR043C high -> Gene YFL014W high  (10.6667%, 86.4865%)
Gene YNL036W high,Gene YJR025C high -> Gene YGL117W high  (10.6667%, 91.4286%)
Gene YNL036W high,Gene YML116W high -> Gene YGL117W high  (10.6667%, 84.2105%)
Gene YNL036W high,Gene YJR130C high -> Gene YGL117W high  (10.6667%, 96.9697%)
Gene YNL036W high,Gene YGL180W high -> Gene YMR096W high  (10.6667%, 94.1176%)
Gene YGL180W high,Gene YMR096W high -> Gene YNL036W high  (10.6667%, 84.2105%)
Gene YNL036W high,Gene YHR018C high -> Gene YER069W high  (10.6667%, 84.2105%)
Gene YNL036W high,Gene YER069W high -> Gene YHR018C high  (10.6667%, 84.2105%)
Gene YNL036W high,Gene YHR018C high -> Gene YBR147W high  (10.6667%, 84.2105%)
Gene YNL036W high,Gene YBR147W high -> Gene YHR018C high  (10.6667%, 86.4865%)
Gene YNL036W high,Gene YHR018C high -> Gene YHR029C high  (10.6667%, 84.2105%)
Gene YNL036W high,Gene YHR029C high -> Gene YHR018C high  (10.6667%, 84.2105%)
Gene YNL036W high,Gene YHR018C high -> Gene YOL119C high  (10.6667%, 84.2105%)
Gene YNL036W high,Gene YOL119C high -> Gene YHR018C high  (10.6667%, 86.4865%)
Gene YKL218C high,Gene YPL135W high -> Gene YNL036W high  (10.6667%, 94.1176%)
Gene YNL036W high,Gene YJR025C high -> Gene YKL218C high  (10.6667%, 91.4286%)
Gene YNL036W high,Gene YJR130C high -> Gene YKL218C high  (10.6667%, 96.9697%)
Gene YNL036W high,Gene YLR267W high -> Gene YKL218C high  (10.6667%, 82.0513%)
Gene YNL036W high,Gene YBR147W high -> Gene YIL116W high  (10.6667%, 86.4865%)
Gene YNL036W high,Gene YML116W high -> Gene YIL116W high  (10.6667%, 84.2105%)
Gene YIL116W high,Gene YML116W high -> Gene YNL036W high  (10.6667%, 82.0513%)
Gene YNL036W high,Gene YOL119C high -> Gene YIL116W high  (10.6667%, 86.4865%)
Gene YNL036W high,Gene YER069W high -> Gene YER175C high  (10.6667%, 84.2105%)
Gene YER175C high,Gene YPL135W high -> Gene YNL036W high  (10.6667%, 91.4286%)
Gene YER175C high,Gene YOR338W high -> Gene YNL036W high  (10.6667%, 86.4865%)
Gene YNL036W high,Gene YLR267W high -> Gene YER175C high  (10.6667%, 82.0513%)
Gene YBR256C high,Gene YPL135W high -> Gene YNL036W high  (10.6667%, 96.9697%)
Gene YNL036W high,Gene YOL058W high -> Gene YBR256C high  (10.6667%, 84.2105%)
Gene YNL036W high,Gene YMR062C high -> Gene YMR095C high  (10.6667%, 91.4286%)
Gene YNL036W high,Gene YPL033C high -> Gene YMR095C high  (10.6667%, 94.1176%)
Gene YMR095C high,Gene YFL014W high -> Gene YNL036W high  (10.6667%, 82.0513%)
Gene YNL036W high,Gene YGR239C high -> Gene YMR095C high  (10.6667%, 82.0513%)
Gene YNL036W high,Gene YMR271C high -> Gene YMR095C high  (10.6667%, 94.1176%)
Gene YNL036W high,Gene YMR097C high -> Gene YHR071W high  (10.6667%, 88.8889%)
